trade_date,symbol,transaction_type,quantity,price,trade_value,charges,segment,strike,option_type
2025-07-31 09:15:00,63MOONS,BUY,17729,758.8127,13452990.36,0,eq,,
2025-07-31 15:15:00,63MOONS,SELL,17729,754.7785,13381468.03,0,eq,,
2025-07-31 09:16:00,AARTIDRUGS,BUY,4112,419.85,1726423.2,0,eq,,
2025-07-31 15:16:00,AARTIDRUGS,SELL,4112,419.85,1726423.2,0,eq,,
2025-07-31 09:17:00,ABCAPITAL,BUY,46500,279.3,12987450.0,0,fo,,
2025-07-31 15:17:00,ABCAPITAL,SELL,46500,280.0367,13021706.55,0,fo,,
2025-07-31 09:18:00,ACMESOLAR,BUY,9000,282.9855,2546869.5,0,eq,,
2025-07-31 15:18:00,ACMESOLAR,SELL,9000,287.8357,2590521.3,0,eq,,
2025-07-31 09:19:00,ADANIENSOL,BUY,1,865.0,865.0,0,eq,,
2025-07-31 15:19:00,ADANIENSOL,SELL,1,864.0,864.0,0,eq,,
2025-07-31 09:20:00,ADANIENT,BUY,1,2495.0,2495.0,0,eq,,
2025-07-31 15:20:00,ADANIENT,SELL,1,2502.2,2502.2,0,eq,,
2025-07-31 09:21:00,ADANIGREEN,BUY,174551,1079.8297,188485353.96,0,eq,,
2025-07-31 15:21:00,ADANIGREEN,SELL,174551,1081.9097,188848420.04,0,eq,,
2025-07-31 09:22:00,ADANIGREEN,BUY,85200,1110.7,94631640.0,0,fo,,
2025-07-31 15:22:00,ADANIGREEN,SELL,85200,1110.6169,94624559.88,0,fo,,
2025-07-31 09:23:00,ADANIGREEN,BUY,170400,1138.7271,194039097.84,0,fo,,
2025-07-31 15:23:00,ADANIGREEN,SELL,170400,1138.5202,194003842.08,0,fo,,
2025-07-31 09:24:00,ADANIPOWER,BUY,309579,191.1553,59177666.62,0,eq,,
2025-07-31 15:24:00,ADANIPOWER,SELL,309579,191.0828,59155222.14,0,eq,,
2025-07-31 09:25:00,ADVANCE,BUY,20000,147.9,2958000.0,0,eq,,
2025-07-31 15:25:00,ADVANCE,SELL,20000,147.9,2958000.0,0,eq,,
2025-07-31 09:26:00,AEGISLOG,BUY,3036,944.6,2867805.6,0,eq,,
2025-07-31 15:26:00,AEGISLOG,SELL,3036,944.6,2867805.6,0,eq,,
2025-07-31 09:27:00,AEGISVOPAK,BUY,5000,276.0,1380000.0,0,eq,,
2025-07-31 15:27:00,AEGISVOPAK,SELL,5000,276.0,1380000.0,0,eq,,
2025-07-31 09:28:00,AEROFLEX,BUY,8000,213.2097,1705677.6,0,eq,,
2025-07-31 15:28:00,AEROFLEX,SELL,8000,213.0085,1704068.0,0,eq,,
2025-07-31 09:29:00,AFFLE,BUY,700,2020.9267,1414648.69,0,eq,,
2025-07-31 15:29:00,AFFLE,SELL,700,1969.3,1378510.0,0,eq,,
2025-07-31 09:30:00,AHCL,BUY,30000,131.07,3932100.0,0,eq,,
2025-07-31 15:30:00,AHCL,SELL,30000,130.725,3921750.0,0,eq,,
2025-07-31 09:31:00,AIRFLOA,BUY,5000,339.4,1697000.0,0,eq,,
2025-07-31 15:31:00,AIRFLOA,SELL,5000,356.35,1781750.0,0,eq,,
2025-07-31 09:32:00,ALOKINDS,BUY,100000,19.76,1976000.0,0,eq,,
2025-07-31 15:32:00,ALOKINDS,SELL,100000,19.04,1904000.0,0,eq,,
2025-07-31 09:33:00,ALPEXSOLAR,BUY,2000,1109.5,2219000.0,0,eq,,
2025-07-31 15:33:00,ALPEXSOLAR,SELL,2000,1049.525,2099050.0,0,eq,,
2025-07-31 09:34:00,AMBER,BUY,3000,7052.25,21156750.0,0,eq,,
2025-07-31 15:34:00,AMBER,SELL,3000,7049.5,21148500.0,0,eq,,
2025-07-31 09:35:00,AMBER,BUY,6500,6649.5385,43222000.25,0,fo,,
2025-07-31 15:35:00,AMBER,SELL,6500,6647.0769,43205999.85,0,fo,,
2025-07-31 09:36:00,ANANTRAJ,BUY,7000,654.8952,4584266.4,0,eq,,
2025-07-31 15:36:00,ANANTRAJ,SELL,7000,645.7181,4520026.7,0,eq,,
2025-07-31 09:37:00,ANTHEM,BUY,9000,759.6717,6837045.3,0,eq,,
2025-07-31 15:37:00,ANTHEM,SELL,9000,745.2801,6707520.9,0,eq,,
2025-07-31 09:38:00,APEX,BUY,20000,263.36,5267200.0,0,eq,,
2025-07-31 15:38:00,APEX,SELL,20000,251.7858,5035716.0,0,eq,,
2025-07-31 09:39:00,APOLLO,BUY,179401,198.2144,35559861.57,0,eq,,
2025-07-31 15:39:00,APOLLO,SELL,179401,205.6678,36897008.99,0,eq,,
2025-07-31 09:40:00,APOLLOPIPE,BUY,5000,487.938,2439690.0,0,eq,,
2025-07-31 15:40:00,APOLLOPIPE,SELL,5000,474.1191,2370595.5,0,eq,,
2025-07-31 09:41:00,ARIES,BUY,12000,455.8579,5470294.8,0,eq,,
2025-07-31 15:41:00,ARIES,SELL,12000,455.5953,5467143.6,0,eq,,
2025-07-31 09:42:00,ARKADE,BUY,5000,206.2961,1031480.5,0,eq,,
2025-07-31 15:42:00,ARKADE,SELL,5000,202.9,1014500.0,0,eq,,
2025-07-31 09:43:00,ARROWGREEN,BUY,8158,659.2,5377753.6,0,eq,,
2025-07-31 15:43:00,ARROWGREEN,SELL,8158,659.1666,5377481.12,0,eq,,
2025-07-31 09:44:00,ARSSBL,BUY,15000,511.0711,7666066.5,0,eq,,
2025-07-31 15:44:00,ARSSBL,SELL,15000,566.0215,8490322.5,0,eq,,
2025-07-31 09:45:00,ASHAPURMIN,BUY,14000,486.9912,6817876.8,0,eq,,
2025-07-31 15:45:00,ASHAPURMIN,SELL,14000,485.6653,6799314.2,0,eq,,
2025-07-31 09:46:00,ASMTEC,BUY,500,3303.6865,1651843.25,0,eq,,
2025-07-31 15:46:00,ASMTEC,SELL,500,3294.0,1647000.0,0,eq,,
2025-07-31 09:47:00,ASTRAL,BUY,1,1284.2,1284.2,0,eq,,
2025-07-31 15:47:00,ASTRAL,SELL,1,1310.1,1310.1,0,eq,,
2025-07-31 09:48:00,ASTRAMICRO,BUY,1000,1122.3489,1122348.9,0,eq,,
2025-07-31 15:48:00,ASTRAMICRO,SELL,1000,1105.0,1105000.0,0,eq,,
2025-07-31 09:49:00,ATGL,BUY,402000,638.0134,256481386.8,0,eq,,
2025-07-31 15:49:00,ATGL,SELL,402000,637.6184,256322596.8,0,eq,,
2025-07-31 09:50:00,ATHERENERG,BUY,15000,565.4807,8482210.5,0,eq,,
2025-07-31 15:50:00,ATHERENERG,SELL,15000,616.1594,9242391.0,0,eq,,
2025-07-31 09:51:00,ATLANTAA,BUY,147383,66.4521,9793909.85,0,eq,,
2025-07-31 15:51:00,ATLANTAA,SELL,147383,66.5112,9802620.19,0,eq,,
2025-07-31 09:52:00,AUBANK,BUY,1,800.0,800.0,0,eq,,
2025-07-31 15:52:00,AUBANK,SELL,1,751.9,751.9,0,eq,,
2025-07-31 09:53:00,AUROPHARMA,BUY,1,1075.5,1075.5,0,eq,,
2025-07-31 15:53:00,AUROPHARMA,SELL,1,1080.5,1080.5,0,eq,,
2025-07-31 09:54:00,AVALON,BUY,6500,891.5385,5795000.25,0,eq,,
2025-07-31 15:54:00,AVALON,SELL,6500,878.2863,5708860.95,0,eq,,
2025-07-31 09:55:00,AVANTEL,BUY,26000,192.3545,5001217.0,0,eq,,
2025-07-31 15:55:00,AVANTEL,SELL,26000,188.1955,4893083.0,0,eq,,
2025-07-31 09:56:00,AWL,BUY,570000,263.8153,150374721.0,0,eq,,
2025-07-31 15:56:00,AWL,SELL,570000,263.8153,150374721.0,0,eq,,
2025-07-31 09:57:00,AXISCADES,BUY,10832,1742.9462,18879593.24,0,eq,,
2025-07-31 15:57:00,AXISCADES,SELL,10832,1743.6943,18887696.66,0,eq,,
2025-07-31 09:58:00,AZAD,BUY,19000,1592.3816,30255250.4,0,eq,,
2025-07-31 15:58:00,AZAD,SELL,19000,1592.3816,30255250.4,0,eq,,
2025-07-31 09:59:00,BAJAJCON,BUY,15000,202.9,3043500.0,0,eq,,
2025-07-31 15:59:00,BAJAJCON,SELL,15000,204.6835,3070252.5,0,eq,,
2025-07-31 10:00:00,BAJAJINDEF,BUY,12000,505.16,6061920.0,0,eq,,
2025-07-31 16:00:00,BAJAJINDEF,SELL,12000,482.61,5791320.0,0,eq,,
2025-07-31 10:01:00,BALKRISIND,BUY,16100,2394.5975,38553019.75,0,eq,,
2025-07-31 16:01:00,BALKRISIND,SELL,16100,2394.2,38546620.0,0,eq,,
2025-07-31 10:02:00,BANCOINDIA,BUY,14000,676.9163,9476828.2,0,eq,,
2025-07-31 16:02:00,BANCOINDIA,SELL,14000,644.591,9024274.0,0,eq,,
2025-07-31 10:03:00,BANKBARODA,BUY,361097,224.2337,80970116.37,0,eq,,
2025-07-31 16:03:00,BANKBARODA,SELL,361097,224.21,80961558.37,0,eq,,
2025-07-31 10:04:00,BASILIC,BUY,1500,442.0,663000.0,0,eq,,
2025-07-31 16:04:00,BASILIC,SELL,1500,424.0,636000.0,0,eq,,
2025-07-31 10:05:00,BDL,BUY,1601,1962.0468,3141236.93,0,eq,,
2025-07-31 16:05:00,BDL,SELL,1601,1979.2488,3168777.33,0,eq,,
2025-07-31 10:06:00,BEL,BUY,3000,408.2,1224600.0,0,eq,,
2025-07-31 16:06:00,BEL,SELL,3000,412.3,1236900.0,0,eq,,
2025-07-31 10:07:00,BEL,BUY,5700,399.0,2274300.0,0,fo,,
2025-07-31 16:07:00,BEL,SELL,5700,398.625,2272162.5,0,fo,,
2025-07-31 10:08:00,BELRISE,BUY,62500,116.2652,7266575.0,0,eq,,
2025-07-31 16:08:00,BELRISE,SELL,62500,114.2741,7142131.25,0,eq,,
2025-07-31 10:09:00,BEML,BUY,1900,4385.7266,8332880.54,0,eq,,
2025-07-31 16:09:00,BEML,SELL,1900,4354.9549,8274414.31,0,eq,,
2025-07-31 10:10:00,BFUTILITIE,BUY,8000,878.1,7024800.0,0,eq,,
2025-07-31 16:10:00,BFUTILITIE,SELL,8000,874.604,6996832.0,0,eq,,
2025-07-31 10:11:00,BHARATFORG,BUY,2926,1231.9342,3604639.47,0,eq,,
2025-07-31 16:11:00,BHARATFORG,SELL,2926,1231.9342,3604639.47,0,eq,,
2025-07-31 10:12:00,BHARTIARTL,BUY,3000,1875.5,5626500.0,0,eq,,
2025-07-31 16:12:00,BHARTIARTL,SELL,3000,1866.161,5598483.0,0,eq,,
2025-07-31 10:13:00,BLACKBUCK,BUY,7000,594.0487,4158340.9,0,eq,,
2025-07-31 16:13:00,BLACKBUCK,SELL,7000,608.6861,4260802.7,0,eq,,
2025-07-31 10:14:00,BLS,BUY,5000,420.4,2102000.0,0,eq,,
2025-07-31 16:14:00,BLS,SELL,5000,408.9307,2044653.5,0,eq,,
2025-07-31 10:15:00,BLUEDART,BUY,564,6645.0,3747780.0,0,eq,,
2025-07-31 16:15:00,BLUEDART,SELL,564,6654.0984,3752911.5,0,eq,,
2025-07-31 10:16:00,BSE,BUY,16945,5015.477,84987257.77,0,eq,,
2025-07-31 16:16:00,BSE,SELL,16945,5035.9027,85333371.25,0,eq,,
2025-07-31 10:17:00,BSE,BUY,5000,5295.85,26479250.0,0,fo,,
2025-07-31 16:17:00,BSE,SELL,5000,5300.7688,26503844.0,0,fo,,
2025-07-31 10:18:00,C2C,BUY,1800,789.4,1420920.0,0,eq,,
2025-07-31 16:18:00,C2C,SELL,1800,840.3,1512540.0,0,eq,,
2025-07-31 10:19:00,CAMLINFINE,BUY,28000,205.817,5762876.0,0,eq,,
2025-07-31 16:19:00,CAMLINFINE,SELL,28000,214.2359,5998605.2,0,eq,,
2025-07-31 10:20:00,CANHLIFE,BUY,75000,118.2467,8868502.5,0,eq,,
2025-07-31 16:20:00,CANHLIFE,SELL,75000,116.18,8713500.0,0,eq,,
2025-07-31 10:21:00,CARTRADE,BUY,1825,2950.686,5385001.95,0,eq,,
2025-07-31 16:21:00,CARTRADE,SELL,1825,3084.3534,5628944.96,0,eq,,
2025-07-31 10:22:00,CCCL,BUY,853749,22.0587,18832593.07,0,eq,,
2025-07-31 16:22:00,CCCL,SELL,853749,22.2295,18978413.4,0,eq,,
2025-07-31 10:23:00,CDSL,BUY,2000,1503.0,3006000.0,0,eq,,
2025-07-31 16:23:00,CDSL,SELL,2000,1575.0711,3150142.2,0,eq,,
2025-07-31 10:24:00,CEATLTD,BUY,500,4036.6312,2018315.6,0,eq,,
2025-07-31 16:24:00,CEATLTD,SELL,500,3827.0152,1913507.6,0,eq,,
2025-07-31 10:25:00,CEINSYSTECH,BUY,500,1732.2,866100.0,0,eq,,
2025-07-31 16:25:00,CEINSYSTECH,SELL,500,1601.5084,800754.2,0,eq,,
2025-07-31 10:26:00,CENTUM,BUY,500,2992.0382,1496019.1,0,eq,,
2025-07-31 16:26:00,CENTUM,SELL,500,2835.343,1417671.5,0,eq,,
2025-07-31 10:27:00,CGCL,BUY,15000,182.0189,2730283.5,0,eq,,
2025-07-31 16:27:00,CGCL,SELL,15000,181.5611,2723416.5,0,eq,,
2025-07-31 10:28:00,CGPOWER,BUY,1,676.95,676.95,0,eq,,
2025-07-31 16:28:00,CGPOWER,SELL,1,694.45,694.45,0,eq,,
2025-07-31 10:29:00,COASTCORP,BUY,50000,44.8,2240000.0,0,eq,,
2025-07-31 16:29:00,COASTCORP,SELL,50000,44.8,2240000.0,0,eq,,
2025-07-31 10:30:00,COCHINSHIP,BUY,13300,1978.2308,26310469.64,0,eq,,
2025-07-31 16:30:00,COCHINSHIP,SELL,13300,2058.0296,27371793.68,0,eq,,
2025-07-31 10:31:00,COCKERILL,BUY,300,6385.85,1915755.0,0,eq,,
2025-07-31 16:31:00,COCKERILL,SELL,300,5620.3627,1686108.81,0,eq,,
2025-07-31 10:32:00,COSMOFIRST,BUY,10530,994.1458,10468355.27,0,eq,,
2025-07-31 16:32:00,COSMOFIRST,SELL,10530,968.9551,10203097.2,0,eq,,
2025-07-31 10:33:00,CPPLUS,BUY,28265,1417.0157,40051948.76,0,eq,,
2025-07-31 16:33:00,CPPLUS,SELL,28265,1434.4781,40545523.5,0,eq,,
2025-07-31 10:34:00,CRAMC,BUY,16000,328.3288,5253260.8,0,eq,,
2025-07-31 16:34:00,CRAMC,SELL,16000,327.9729,5247566.4,0,eq,,
2025-07-31 10:35:00,CRIZAC,BUY,135000,308.9897,41713609.5,0,eq,,
2025-07-31 16:35:00,CRIZAC,SELL,135000,309.2919,41754406.5,0,eq,,
2025-07-31 10:36:00,CUPID,BUY,30000,152.6745,4580235.0,0,eq,,
2025-07-31 16:36:00,CUPID,SELL,30000,155.3145,4659435.0,0,eq,,
2025-07-31 10:37:00,DANISH,BUY,1500,968.45,1452675.0,0,eq,,
2025-07-31 16:37:00,DANISH,SELL,1500,901.61,1352415.0,0,eq,,
2025-07-31 10:38:00,DATAPATTNS,BUY,1200,2869.6345,3443561.4,0,eq,,
2025-07-31 16:38:00,DATAPATTNS,SELL,1200,2934.8368,3521804.16,0,eq,,
2025-07-31 10:39:00,DCBBANK,BUY,3,173.99,521.97,0,eq,,
2025-07-31 16:39:00,DCBBANK,SELL,2,177.76,355.52,0,eq,,
2025-07-31 10:40:00,DECCANCE,BUY,5449,1075.0,5857675.0,0,eq,,
2025-07-31 16:40:00,DECCANCE,SELL,5449,1072.2446,5842660.83,0,eq,,
2025-07-31 10:41:00,DELHIVERY,BUY,74000,359.1188,26574791.2,0,eq,,
2025-07-31 16:41:00,DELHIVERY,SELL,74000,359.2072,26581332.8,0,eq,,
2025-07-31 10:42:00,DHANI,BUY,50000,64.8345,3241725.0,0,eq,,
2025-07-31 16:42:00,DHANI,SELL,50000,62.1817,3109085.0,0,eq,,
2025-07-31 10:43:00,DIACABS,BUY,60000,140.1775,8410650.0,0,eq,,
2025-07-31 16:43:00,DIACABS,SELL,60000,138.5863,8315178.0,0,eq,,
2025-07-31 10:44:00,DLF,BUY,1650,782.65,1291372.5,0,fo,,
2025-07-31 16:44:00,DLF,SELL,1650,791.675,1306263.75,0,fo,,
2025-07-31 10:45:00,DRREDDY,BUY,1,1255.5,1255.5,0,eq,,
2025-07-31 16:45:00,DRREDDY,SELL,1,1250.0,1250.0,0,eq,,
2025-07-31 10:46:00,DSSL,BUY,2000,1031.9,2063800.0,0,eq,,
2025-07-31 16:46:00,DSSL,SELL,2000,1030.0,2060000.0,0,eq,,
2025-07-31 10:47:00,DYCL,BUY,8500,609.5889,5181505.65,0,eq,,
2025-07-31 16:47:00,DYCL,SELL,8500,597.3581,5077543.85,0,eq,,
2025-07-31 10:48:00,E2E,BUY,5500,2811.5651,15463608.05,0,eq,,
2025-07-31 16:48:00,E2E,SELL,5500,2705.2951,14879123.05,0,eq,,
2025-07-31 10:49:00,EBGNG,BUY,12000,358.4362,4301234.4,0,eq,,
2025-07-31 16:49:00,EBGNG,SELL,12000,337.4282,4049138.4,0,eq,,
2025-07-31 10:50:00,EICHERMOT,BUY,350,6983.5,2444225.0,0,fo,,
2025-07-31 16:50:00,EICHERMOT,SELL,350,6994.0,2447900.0,0,fo,,
2025-07-31 10:51:00,EIEL,BUY,14000,277.9858,3891801.2,0,eq,,
2025-07-31 16:51:00,EIEL,SELL,14000,273.9475,3835265.0,0,eq,,
2025-07-31 10:52:00,EIMCOELECO,BUY,3000,2169.8308,6509492.4,0,eq,,
2025-07-31 16:52:00,EIMCOELECO,SELL,3000,2158.6833,6476049.9,0,eq,,
2025-07-31 10:53:00,ELLEN,BUY,92479,547.8093,50660856.25,0,eq,,
2025-07-31 16:53:00,ELLEN,SELL,92479,545.3949,50437574.96,0,eq,,
2025-07-31 10:54:00,EMAMIPAP,BUY,10000,116.52,1165200.0,0,eq,,
2025-07-31 16:54:00,EMAMIPAP,SELL,10000,109.34,1093400.0,0,eq,,
2025-07-31 10:55:00,EMCURE,BUY,10500,1382.2286,14513400.3,0,eq,,
2025-07-31 16:55:00,EMCURE,SELL,10500,1404.2336,14744452.8,0,eq,,
2025-07-31 10:56:00,EMMVEE,BUY,40000,241.34,9653600.0,0,eq,,
2025-07-31 16:56:00,EMMVEE,SELL,40000,233.209,9328360.0,0,eq,,
2025-07-31 10:57:00,ENGINERSIN,BUY,8000,248.4407,1987525.6,0,eq,,
2025-07-31 16:57:00,ENGINERSIN,SELL,8000,248.2485,1985988.0,0,eq,,
2025-07-31 10:58:00,ENRIN,BUY,1300,3001.9814,3902575.82,0,eq,,
2025-07-31 16:58:00,ENRIN,SELL,1300,2934.1394,3814381.22,0,eq,,
2025-07-31 10:59:00,EPACK,BUY,4000,412.8,1651200.0,0,eq,,
2025-07-31 16:59:00,EPACK,SELL,4000,412.8,1651200.0,0,eq,,
2025-07-31 11:00:00,EPACKPEB,BUY,92935,247.7686,23026374.84,0,eq,,
2025-07-31 17:00:00,EPACKPEB,SELL,92935,250.6866,23297559.17,0,eq,,
2025-07-31 11:01:00,ESSARSHPNG,BUY,75000,37.4887,2811652.5,0,eq,,
2025-07-31 17:01:00,ESSARSHPNG,SELL,75000,37.0784,2780880.0,0,eq,,
2025-07-31 11:02:00,ETERNAL,BUY,1174795,291.8739,342891998.35,0,eq,,
2025-07-31 17:02:00,ETERNAL,SELL,1174795,292.0686,343120730.94,0,eq,,
2025-07-31 11:03:00,ETERNAL,BUY,9700,315.225,3057682.5,0,fo,,
2025-07-31 17:03:00,ETERNAL,SELL,9700,317.375,3078537.5,0,fo,,
2025-07-31 11:04:00,ETERNAL,BUY,9700,360.7625,3499396.25,0,fo,,
2025-07-31 17:04:00,ETERNAL,SELL,9700,338.4,3282480.0,0,fo,,
2025-07-31 11:05:00,ETERNAL,BUY,14550,326.725,4753848.75,0,fo,,
2025-07-31 17:05:00,ETERNAL,SELL,14550,332.7167,4841027.99,0,fo,,
2025-07-31 11:06:00,ETERNAL,BUY,194000,298.5,57909000.0,0,fo,,
2025-07-31 17:06:00,ETERNAL,SELL,194000,300.4706,58291296.4,0,fo,,
2025-07-31 11:07:00,FACT,BUY,5500,993.3894,5463641.7,0,eq,,
2025-07-31 17:07:00,FACT,SELL,5500,978.9171,5384044.05,0,eq,,
2025-07-31 11:08:00,FINOPB,BUY,32512,249.0138,8095936.67,0,eq,,
2025-07-31 17:08:00,FINOPB,SELL,32512,250.4315,8142028.93,0,eq,,
2025-07-31 11:09:00,FIRSTCRY,BUY,6000,437.5,2625000.0,0,eq,,
2025-07-31 17:09:00,FIRSTCRY,SELL,6000,387.0134,2322080.4,0,eq,,
2025-07-31 11:10:00,FMGOETZE,BUY,8500,446.2912,3793475.2,0,eq,,
2025-07-31 17:10:00,FMGOETZE,SELL,8500,440.749,3746366.5,0,eq,,
2025-07-31 11:11:00,FOCUS,BUY,171000,95.3468,16304302.8,0,eq,,
2025-07-31 17:11:00,FOCUS,SELL,171000,95.3468,16304302.8,0,eq,,
2025-07-31 11:12:00,FORCEMOT,BUY,500,12117.645,6058822.5,0,eq,,
2025-07-31 17:12:00,FORCEMOT,SELL,500,11940.211,5970105.5,0,eq,,
2025-07-31 11:13:00,GABRIEL,BUY,9000,946.1921,8515728.9,0,eq,,
2025-07-31 17:13:00,GABRIEL,SELL,9000,932.9512,8396560.8,0,eq,,
2025-07-31 11:14:00,GAIL,BUY,1,174.03,174.03,0,eq,,
2025-07-31 17:14:00,GAIL,SELL,1,172.22,172.22,0,eq,,
2025-07-31 11:15:00,GARUDA,BUY,40000,198.8818,7955272.0,0,eq,,
2025-07-31 17:15:00,GARUDA,SELL,40000,190.2171,7608684.0,0,eq,,
2025-07-31 11:16:00,GKENERGY,BUY,25000,200.093,5002325.0,0,eq,,
2025-07-31 17:16:00,GKENERGY,SELL,25000,206.3321,5158302.5,0,eq,,
2025-07-31 11:17:00,GLENMARK,BUY,42668,2284.3472,97468526.33,0,eq,,
2025-07-31 17:17:00,GLENMARK,SELL,42668,2281.2265,97335372.3,0,eq,,
2025-07-31 11:18:00,GLENMARK,BUY,7500,2197.6,16482000.0,0,fo,,
2025-07-31 17:18:00,GLENMARK,SELL,7500,2264.15,16981125.0,0,fo,,
2025-07-31 11:19:00,GMBREW,BUY,12200,994.0797,12127772.34,0,eq,,
2025-07-31 17:19:00,GMBREW,SELL,12200,937.8006,11441167.32,0,eq,,
2025-07-31 11:20:00,GMDCLTD,BUY,9000,566.9068,5102161.2,0,eq,,
2025-07-31 17:20:00,GMDCLTD,SELL,9000,557.5878,5018290.2,0,eq,,
2025-07-31 11:21:00,GMRP&UI,BUY,27000,136.8082,3693821.4,0,eq,,
2025-07-31 17:21:00,GMRP&UI,SELL,27000,134.0193,3618521.1,0,eq,,
2025-07-31 11:22:00,GOCLCORP,BUY,6000,379.35,2276100.0,0,eq,,
2025-07-31 17:22:00,GOCLCORP,SELL,6000,397.85,2387100.0,0,eq,,
2025-07-31 11:23:00,GODFRYPHLP,BUY,4362,9064.7236,39540324.34,0,eq,,
2025-07-31 17:23:00,GODFRYPHLP,SELL,4362,9080.9309,39611020.59,0,eq,,
2025-07-31 11:24:00,GPIL,BUY,9000,275.6696,2481026.4,0,eq,,
2025-07-31 17:24:00,GPIL,SELL,9000,263.553,2371977.0,0,eq,,
2025-07-31 11:25:00,GRAPHITE,BUY,9280,572.0953,5309044.38,0,eq,,
2025-07-31 17:25:00,GRAPHITE,SELL,9280,546.4652,5071197.06,0,eq,,
2025-07-31 11:26:00,GROWW,BUY,230000,162.9874,37487102.0,0,eq,,
2025-07-31 17:26:00,GROWW,SELL,230000,168.6202,38782646.0,0,eq,,
2025-07-31 11:27:00,GRSE,BUY,19066,2820.4717,53775113.43,0,eq,,
2025-07-31 17:27:00,GRSE,SELL,19066,2851.8124,54372655.22,0,eq,,
2025-07-31 11:28:00,GRWRHITECH,BUY,8673,3937.0626,34146143.93,0,eq,,
2025-07-31 17:28:00,GRWRHITECH,SELL,8673,3957.1879,34320690.66,0,eq,,
2025-07-31 11:29:00,GVPIL,BUY,10000,330.2,3302000.0,0,eq,,
2025-07-31 17:29:00,GVPIL,SELL,10000,335.125,3351250.0,0,eq,,
2025-07-31 11:30:00,GVTD,BUY,6000,2407.9575,14447745.0,0,eq,,
2025-07-31 17:30:00,GVTD,SELL,6000,2419.7948,14518768.8,0,eq,,
2025-07-31 11:31:00,HAL,BUY,1,4600.0,4600.0,0,eq,,
2025-07-31 17:31:00,HAL,SELL,1,4529.2,4529.2,0,eq,,
2025-07-31 11:32:00,HAL,BUY,600,5140.35,3084210.0,0,fo,,
2025-07-31 17:32:00,HAL,SELL,600,5134.5,3080700.0,0,fo,,
2025-07-31 11:33:00,HATSUN,BUY,14400,1083.8125,15606900.0,0,eq,,
2025-07-31 17:33:00,HATSUN,SELL,14400,1083.6538,15604614.72,0,eq,,
2025-07-31 11:34:00,HBLENGINE,BUY,3500,901.2605,3154411.75,0,eq,,
2025-07-31 17:34:00,HBLENGINE,SELL,3500,901.5764,3155517.4,0,eq,,
2025-07-31 11:35:00,HEG,BUY,5000,548.9639,2744819.5,0,eq,,
2025-07-31 17:35:00,HEG,SELL,5000,494.7274,2473637.0,0,eq,,
2025-07-31 11:36:00,HEXT,BUY,3000,855.0445,2565133.5,0,eq,,
2025-07-31 17:36:00,HEXT,SELL,3000,852.9948,2558984.4,0,eq,,
2025-07-31 11:37:00,HILINFRA,BUY,10000,122.84,1228400.0,0,eq,,
2025-07-31 17:37:00,HILINFRA,SELL,10000,123.0,1230000.0,0,eq,,
2025-07-31 11:38:00,HINDCOPPER,BUY,36000,202.28,7282080.0,0,eq,,
2025-07-31 17:38:00,HINDCOPPER,SELL,36000,202.28,7282080.0,0,eq,,
2025-07-31 11:39:00,HINDMOTORS,BUY,210000,33.1752,6966792.0,0,eq,,
2025-07-31 17:39:00,HINDMOTORS,SELL,210000,31.7771,6673191.0,0,eq,,
2025-07-31 11:40:00,HINDZINC,BUY,3000,458.0,1374000.0,0,eq,,
2025-07-31 17:40:00,HINDZINC,SELL,3000,458.3,1374900.0,0,eq,,
2025-07-31 11:41:00,HIRECT,BUY,1000,1712.2,1712200.0,0,eq,,
2025-07-31 17:41:00,HIRECT,SELL,1000,1870.35,1870350.0,0,eq,,
2025-07-31 11:42:00,HLEGLAS,BUY,78313,493.253,38628122.19,0,eq,,
2025-07-31 17:42:00,HLEGLAS,SELL,78313,495.2081,38781231.94,0,eq,,
2025-07-31 11:43:00,HONASA,BUY,24500,328.8895,8057792.75,0,eq,,
2025-07-31 17:43:00,HONASA,SELL,24500,343.6435,8419265.75,0,eq,,
2025-07-31 11:44:00,HUBTOWN,BUY,12000,353.2093,4238511.6,0,eq,,
2025-07-31 17:44:00,HUBTOWN,SELL,12000,353.01,4236120.0,0,eq,,
2025-07-31 11:45:00,HYUNDAI,BUY,2600,2657.9022,6910545.72,0,eq,,
2025-07-31 17:45:00,HYUNDAI,SELL,2600,2659.9408,6915846.08,0,eq,,
2025-07-31 11:46:00,ICICIBANK,BUY,2100,1452.8667,3051020.07,0,fo,,
2025-07-31 17:46:00,ICICIBANK,SELL,2100,1439.4333,3022809.93,0,fo,,
2025-07-31 11:47:00,ICIL,BUY,39826,284.2578,11320851.14,0,eq,,
2025-07-31 17:47:00,ICIL,SELL,39826,289.914,11546114.96,0,eq,,
2025-07-31 11:48:00,IDBI,BUY,10000,97.737,977370.0,0,eq,,
2025-07-31 17:48:00,IDBI,SELL,10000,97.0,970000.0,0,eq,,
2025-07-31 11:49:00,IDEA,BUY,9600010,7.7695,74587277.69,0,eq,,
2025-07-31 17:49:00,IDEA,SELL,9600010,7.7512,74411597.51,0,eq,,
2025-07-31 11:50:00,IDEA,BUY,6720000,7.9475,53407200.0,0,fo,,
2025-07-31 17:50:00,IDEA,SELL,6720000,7.9214,53231808.0,0,fo,,
2025-07-31 11:51:00,IDEAFORGE,BUY,21929,592.8699,13001044.04,0,eq,,
